"file","line","kind","name","text"
"WBoundedCharacteristic.lean","5","def","WBoundedCharacteristicOnStrips","def WBoundedCharacteristicOnStrips (W : Complex -> Complex) : Prop :="
"WBoundedCharacteristic.lean","11","theorem","W_bounded_characteristic","theorem W_bounded_characteristic"
"WeylCalibration.lean","7","def","IsHerglotzOn","def IsHerglotzOn (s : Set Complex) (m : Complex -> Complex) : Prop :="
"WeylCalibration.lean","12","def","IsHermiteBiehler","def IsHermiteBiehler (E : Complex -> Complex) : Prop :="
"WeylCalibration.lean","17","def","RealInterlacingData","def RealInterlacingData (A B : Complex -> Complex) : Prop :="
"WeylCalibration.lean","20","theorem","herglotz_transfer_of_eqOn","theorem herglotz_transfer_of_eqOn"
"WeylCalibration.lean","32","theorem","weyl_calibration_core","theorem weyl_calibration_core"
"WeylCalibration.lean","49","theorem","weyl_calibration_with_hb","theorem weyl_calibration_with_hb"
"WeylDerivativeResolventSquare.lean","5","def","WeylDerivativeResolventSquareAt","def WeylDerivativeResolventSquareAt (z : Complex) : Prop :="
"WeylDerivativeResolventSquare.lean","11","theorem","weyl_derivative_resolvent_square","theorem weyl_derivative_resolvent_square"
"WeylIsHerglotz.lean","5","def","WeylIsHerglotzAt","def WeylIsHerglotzAt (z : Complex) : Prop :="
"WeylIsHerglotz.lean","11","theorem","weyl_is_herglotz","theorem weyl_is_herglotz"
"WGlobalSchur.lean","5","def","WGlobalSchurOnUpperHalfPlane","def WGlobalSchurOnUpperHalfPlane (W : Complex -> Complex) : Prop :="
"WGlobalSchur.lean","11","theorem","W_global_schur","theorem W_global_schur"
"WInftyLimit.lean","5","def","R2WInftyLimitAt","def R2WInftyLimitAt (_z : Complex) : Prop := Exists fun N : Nat => 0 < N"
"WInftyLimit.lean","10","theorem","W_infty_limit","theorem W_infty_limit"
"WStripSchur.lean","5","def","WStripSchurOnUpperStrip","def WStripSchurOnUpperStrip (W : Complex -> Complex) : Prop :="
"WStripSchur.lean","12","theorem","W_strip_schur","theorem W_strip_schur"
"WUnitReal.lean","5","def","WUnitModulusOnReal","def WUnitModulusOnReal (W : Complex -> Complex) : Prop :="
"WUnitReal.lean","11","theorem","W_unit_real","theorem W_unit_real"
"XiAlphaToXi.lean","5","def","XiAlphaToXiTransferAt","def XiAlphaToXiTransferAt (_z : Complex) : Prop :="
"XiAlphaToXi.lean","11","theorem","Xi_alpha_to_Xi","theorem Xi_alpha_to_Xi"
