"file","line","kind","name","signature"
"R1LimitCircleImpliesFiniteMass.lean","16","theorem","R1_limit_circle_implies_finite_mass","theorem R1_limit_circle_implies_finite_mass {z : Complex} (hLimitCircle : R1LimitCircleSubsequenceAt z) (hCS2 : R1CS2ConditionAt z) (hLagrange : forall n : Nat, R1LagrangeGlobalIdentityAt n z) (hTraceCompare : forall k j : Nat, R1TwoChannelTraceCompareAt k j z) (hTransport : forall k : Nat, R1TransportInvariantAt k z) (hDet1 : forall n : Nat, R1TruncationTransferDetOneAt n z) (hEnergyBridge : R1LimitCircleSubsequenceAt z -> (forall n : Nat, R1LagrangeGlobalIdentityAt n z) -> (forall k : Nat, R1TransportInvariantAt k z) -> R1TwoChannelEnergyBoundAt z) (hFiniteMassBridge : R1CS2ConditionAt z -> (forall k j : Nat, R1TwoChannelTraceCompareAt k j z) -> (forall n : Nat, R1TruncationTransferDetOneAt n z) -> R1TwoChannelEnergyBoundAt z -> R1FiniteTotalMassAt z) : R1TwoChannelEnergyBoundAt z /\ R1FiniteTotalMassAt z := by"
"R1LimitPoint.lean","15","theorem","R1_limit_point","theorem R1_limit_point {z : Complex} (hMassDiverges : R1TotalMassDivergesAt z) (hInternalCollapse : R1GlobalRadiusCollapseAt z) (hClassicalMass : R1ClassicalMassCriterionAt z) (hApplicability : R1ClassicalMassApplicabilityAt z) (hCollapseBridge : R1TotalMassDivergesAt z -> R1GlobalRadiusCollapseAt z -> R1ClassicalMassCriterionAt z -> R1ClassicalMassApplicabilityAt z -> R1LimitPointCollapseAt z) (hUniqueBridge : R1LimitPointCollapseAt z -> R1WeylLimitUniqueAt z) : R1LimitPointCollapseAt z /\ R1WeylLimitUniqueAt z := by"
"R1LinearTailUnderSymplecticOrth.lean","14","theorem","R1_linear_tail_under_symplectic_orth","theorem R1_linear_tail_under_symplectic_orth {z : Complex} (hStepInv : forall k : Nat, R1Rank1StepInverseLinearAt k z) (hOrth : forall p q : Nat, R1SymplecticOrthogonalityAt p q z) (hLinearTailBridge : (forall k : Nat, R1Rank1StepInverseLinearAt k z) -> (forall p q : Nat, R1SymplecticOrthogonalityAt p q z) -> forall k n : Nat, R1LinearTailFormulaAt k n z) (hNormBridge : (forall k n : Nat, R1LinearTailFormulaAt k n z) -> forall k n : Nat, R1LinearTailNormBoundAt k n z) : (forall k n : Nat, R1LinearTailFormulaAt k n z) /\ (forall k n : Nat, R1LinearTailNormBoundAt k n z) := by"
"R1MassDivergenceInternal.lean","14","theorem","R1_mass_divergence_internal","theorem R1_mass_divergence_internal {z : Complex} (hMassDiverges : R1TotalMassDivergesAt z) (hRadiusfloorClosure : R1RadiusFloorTargetSubsequenceAt z -> R1RadiusfloorClosurePrefixBoundAt z /\ R1TailWindowBoundOnSubseqAt z) (hInternalBridge : R1TotalMassDivergesAt z -> (R1RadiusFloorTargetSubsequenceAt z -> R1RadiusfloorClosurePrefixBoundAt z /\ R1TailWindowBoundOnSubseqAt z) -> R1MassDivergenceInternalAt z) (hCollapseBridge : R1MassDivergenceInternalAt z -> R1GlobalRadiusCollapseAt z) : R1MassDivergenceInternalAt z /\ R1GlobalRadiusCollapseAt z := by"
"R1MassDivergenceSelectsDivergentBranch.lean","9","theorem","R1_mass_divergence_selects_divergent_branch","theorem R1_mass_divergence_selects_divergent_branch {z : Complex} (hPrefixDiverges : R1PrefixMassDivergesAlongSubseqAt z) (hDichotomy : (R1BoundedBranchAt z \/ R1DivergentBranchAt z) /\ (R1BoundedBranchAt z -> R1DivergentBranchAt z -> False)) (hSelectBridge : R1PrefixMassDivergesAlongSubseqAt z -> ((R1BoundedBranchAt z \/ R1DivergentBranchAt z) /\ (R1BoundedBranchAt z -> R1DivergentBranchAt z -> False)) -> R1DivergentBranchAt z) (hConsequenceBridge : R1DivergentBranchAt z -> R1KjDivergesAt z /\ R1CS2FailsAt z) : R1DivergentBranchAt z /\ R1KjDivergesAt z /\ R1CS2FailsAt z := by"
"R1Membership.lean","12","theorem","R1_membership","theorem R1_membership {n : Nat} {z : Complex} (hz : InUpperB21 z) (hMembershipInput : R1MembershipIdentityAvailable n z) (hIdentityBridge : InUpperB21 z -> R1MembershipIdentityAvailable n z -> forall m : Complex, R1MembershipIdentityAt n z m) (hSignBridge : (forall m : Complex, R1MembershipIdentityAt n z m) -> forall m : Complex, R1DiskMembershipSignAgree n z m) (hBoundaryBridge : (forall m : Complex, R1MembershipIdentityAt n z m) -> forall m : Complex, OnWeylBoundary n z m <-> SatisfiesWeylCircleEq n z m) : (forall m : Complex, R1MembershipIdentityAt n z m) /\ (forall m : Complex, R1DiskMembershipSignAgree n z m) /\ (forall m : Complex, OnWeylBoundary n z m <-> SatisfiesWeylCircleEq n z m) := by"
"R1MinerrConv.lean","16","theorem","R1_minerr_conv","theorem R1_minerr_conv {z : Complex} (hCenterForm : forall n : Nat, R1DiskCenterFormAt n z) (hMinimax : forall n : Nat, R1MinimaxEqAt n z) (hErrorBridge : (forall n : Nat, R1DiskCenterFormAt n z) -> (forall n : Nat, R1MinimaxEqAt n z) -> forall n : Nat, R1CenterErrorBoundAt n z) (hConvBridge : (forall n : Nat, R1CenterErrorBoundAt n z) -> R1RadiusConvergesToZeroAt z -> R1CenterConvergesToLimitAt z) : (forall n : Nat, R1CenterErrorBoundAt n z) /\ (R1RadiusConvergesToZeroAt z -> R1CenterConvergesToLimitAt z) := by"
"R1Minimax.lean","15","theorem","R1_minimax","theorem R1_minimax {n : Nat} {z : Complex} (hRadius : R1RadiusFormulaAt n z) (hCenterBridge : R1RadiusFormulaAt n z -> R1DiskCenterFormAt n z) (hMinimaxBridge : R1DiskCenterFormAt n z -> R1RadiusFormulaAt n z -> R1MinimaxEqAt n z) (hUniqueBridge : R1MinimaxEqAt n z -> R1ChebyshevCenterUniqueAt n z) : R1DiskCenterFormAt n z /\ R1MinimaxEqAt n z /\ R1ChebyshevCenterUniqueAt n z := by"
"R1ObstructionCertificate.lean","14","theorem","R1_obstruction_certificate","theorem R1_obstruction_certificate {z : Complex} (hDivergenceBridge : R1PrefixMassDivergesAt z -> R1KjDivergesAt z) (hCS2FailBridge : R1KjDivergesAt z -> R1CS2FailsAt z) (hTailFailBridge : R1RankOneTailBranchAt z -> R1CS2FailsAt z -> R1TailWindowFailsAt z) (hRankOneTail : R1RankOneTailBranchAt z) : (R1PrefixMassDivergesAt z -> R1KjDivergesAt z) /\ (R1KjDivergesAt z -> R1CS2FailsAt z) /\ (R1CS2FailsAt z -> R1TailWindowFailsAt z) := by"
"R1OverlapReduction.lean","13","theorem","R1_overlap_reduction","theorem R1_overlap_reduction {z : Complex} (hNorm : forall n : Nat, R1OverlapNormBoundAt n z) (hAngle : forall n : Nat, R1OverlapAngleBoundAt n z) (hReductionBridge : (forall n : Nat, R1OverlapNormBoundAt n z) -> (forall n : Nat, R1OverlapAngleBoundAt n z) -> forall n : Nat, R1OverlapLowerBoundAt n z) (hCoerciveBridge : (forall n : Nat, R1OverlapLowerBoundAt n z) -> forall n : Nat, R1EnergyCoerciveAssumptionAt n z) : (forall n : Nat, R1OverlapLowerBoundAt n z) /\ (forall n : Nat, R1EnergyCoerciveAssumptionAt n z) := by"
"R1PrefixMassCollinearVisible.lean","16","theorem","R1_prefix_mass_collinear_visible","theorem R1_prefix_mass_collinear_visible {z : Complex} (hRadiusFloor : R1RadiusFloorSubsequenceAt z) (hCollinear : R1CollinearWindowModelAt z) (hLinearTail : forall k n : Nat, R1LinearTailFormulaAt k n z) (hPrefixBridge : R1RadiusFloorSubsequenceAt z -> R1CollinearWindowModelAt z -> (forall k n : Nat, R1LinearTailFormulaAt k n z) -> R1PrefixMassCollinearVisibleBoundAt z) : R1PrefixMassCollinearVisibleBoundAt z := by"
"R1PrefixMassFromRank1Aggregate.lean","12","theorem","R1_prefix_mass_from_rank1_aggregate","theorem R1_prefix_mass_from_rank1_aggregate {z : Complex} (hAggregate : R1Rank1AggregateWindowAt z) (hCollinear : R1CollinearRepresentationFromAggregateAt z) (hBoundBridge : R1CollinearRepresentationFromAggregateAt z -> R1PrefixMassCollinearVisibleBoundAt z -> R1PrefixMassBoundFromRank1AggregateAt z) (hCollinearVisible : R1PrefixMassCollinearVisibleBoundAt z) : R1PrefixMassBoundFromRank1AggregateAt z := by"
"R1PrefixSubsequenceDivergence.lean","14","theorem","R1_prefix_subsequence_divergence","theorem R1_prefix_subsequence_divergence {z : Complex} (hMassDiverges : R1TotalMassDivergesAt z) (hSubseqBridge : R1TotalMassDivergesAt z -> R1PrefixMassDivergesAlongSubseqAt z) : R1PrefixMassDivergesAlongSubseqAt z := by"
"R1RadiusfloorClosure.lean","14","theorem","R1_radiusfloor_closure","theorem R1_radiusfloor_closure {z : Complex} (hRadiusFloor : R1RadiusFloorTargetSubsequenceAt z) (hApplicability : R1RadiusFloorTargetSubsequenceAt z -> R1ClassicalMassApplicabilityAt z) (hClassicalMass : R1ClassicalMassApplicabilityAt z -> R1RadiusfloorClosurePrefixBoundAt z) (hPrefixEmbed : R1RadiusfloorClosurePrefixBoundAt z -> R1PrefixWindowDirectBoundAt z) (hForward : R1TailWindowBoundOnSubseqAt z -> R1PrefixWindowDirectBoundAt z) (hBackward : R1PrefixWindowDirectBoundAt z -> R1TailWindowBoundOnSubseqAt z) : R1RadiusfloorClosurePrefixBoundAt z /\ R1TailWindowBoundOnSubseqAt z := by"
"R1RadiusfloorKappaBottleneck.lean","17","theorem","R1_radiusfloor_kappa_bottleneck","theorem R1_radiusfloor_kappa_bottleneck {z : Complex} (hRadiusFloor : R1RadiusFloorSubsequenceAt z) (hTwoChannelEnergy : forall j : Nat, R1TwoChannelEnergyWindowAt j z) (hTraceCompare : forall k j : Nat, R1TwoChannelTraceCompareAt k j z) (hBottleneckBridge : R1RadiusFloorSubsequenceAt z -> (forall j : Nat, R1TwoChannelEnergyWindowAt j z) -> (forall k j : Nat, R1TwoChannelTraceCompareAt k j z) -> forall j : Nat, R1PrefixTraceKappaBottleneckAt j z) (hDivergenceBridge : (forall j : Nat, R1PrefixTraceKappaBottleneckAt j z) -> R1FrameGrowthDivergenceAt z) : (forall j : Nat, R1PrefixTraceKappaBottleneckAt j z) /\ R1FrameGrowthDivergenceAt z := by"
"R1RadiusFormula.lean","14","theorem","R1_radius_formula","theorem R1_radius_formula {n : Nat} {z : Complex} (hz : InUpperB21 z) (hCircleCase : R1CircleCaseAt n z) (hExpandedBridge : InUpperB21 z -> R1CircleCaseAt n z -> R1CircleExpandedAt n z) (hRadiusBridge : R1CircleExpandedAt n z -> R1CircleCaseAt n z -> R1RadiusFormulaAt n z) : R1CircleExpandedAt n z /\ R1RadiusFormulaAt n z := by"
"R1Rank1AggregateDetEquiv.lean","11","theorem","R1_rank1_aggregate_det_equiv","theorem R1_rank1_aggregate_det_equiv {z : Complex} (hForward : R1RankOneAggregateCriterionAt z -> R1AggregateDetZeroCriterionAt z) (hBackward : R1AggregateDetZeroCriterionAt z -> R1RankOneAggregateCriterionAt z) : R1RankOneAggregateCriterionAt z <-> R1AggregateDetZeroCriterionAt z := by"
"R1Rank1AggregateDetExpansion.lean","10","theorem","R1_rank1_aggregate_det_expansion","theorem R1_rank1_aggregate_det_expansion {z : Complex} (hExpansionBridge : R1RankOneAggregateCriterionAt z -> R1AggregateDetExpansionAt z) (hRankOneAggregate : R1RankOneAggregateCriterionAt z) : R1AggregateDetExpansionAt z := by"
"R1Rank1ClosureExcludesRadiusfloor.lean","15","theorem","R1_rank1_closure_excludes_radiusfloor","theorem R1_rank1_closure_excludes_radiusfloor {z : Complex} (hClosure : R1MassDivergenceInternalClosureAt z) (hExcludeBridge : R1MassDivergenceInternalClosureAt z -> R1RadiusFloorSubsequenceExcludedAt z) (hCollapseBridge : R1RadiusFloorSubsequenceExcludedAt z -> R1RadiusCollapseAllUpperAt z) : R1RadiusFloorSubsequenceExcludedAt z /\ R1RadiusCollapseAllUpperAt z := by"
"R1Rank1ClosureHypReform.lean","13","theorem","R1_rank1_closure_hyp_reform","theorem R1_rank1_closure_hyp_reform {z : Complex} (hExactReduction : (R1CS2ConditionAt z <-> R1KjUniformBoundAt z) /\ (R1KjUniformBoundAt z <-> R1PrefixMassUniformBoundAt z) /\ (R1PrefixMassUniformBoundAt z <-> R1TailWindowSubseqBoundAt z)) (hRadiusfloorClosure : R1RadiusFloorTargetSubsequenceAt z -> R1RadiusfloorClosurePrefixBoundAt z /\ R1TailWindowBoundOnSubseqAt z) (hReformBridge : ((R1CS2ConditionAt z <-> R1KjUniformBoundAt z) /\ (R1KjUniformBoundAt z <-> R1PrefixMassUniformBoundAt z) /\ (R1PrefixMassUniformBoundAt z <-> R1TailWindowSubseqBoundAt z)) -> (R1RadiusFloorTargetSubsequenceAt z -> R1RadiusfloorClosurePrefixBoundAt z /\ R1TailWindowBoundOnSubseqAt z) -> R1Rank1ClosureHypReformAt z) : R1Rank1ClosureHypReformAt z := by"
"R1Rank1ExactClosureReduction.lean","11","theorem","R1_rank1_exact_closure_reduction","theorem R1_rank1_exact_closure_reduction {z : Complex} (hCS2K : R1CS2ConditionAt z <-> R1KjUniformBoundAt z) (hKPrefix : R1KjUniformBoundAt z <-> R1PrefixMassUniformBoundAt z) (hPrefixTail : R1PrefixMassUniformBoundAt z <-> R1TailWindowSubseqBoundAt z) : (R1CS2ConditionAt z <-> R1KjUniformBoundAt z) /\ (R1KjUniformBoundAt z <-> R1PrefixMassUniformBoundAt z) /\ (R1PrefixMassUniformBoundAt z <-> R1TailWindowSubseqBoundAt z) := by"
"R1Rank1MixedFactor.lean","11","theorem","R1_rank1_mixed_factor","theorem R1_rank1_mixed_factor {z : Complex} (hLinear : forall k : Nat, R1Rank1StepLinearAt k z) (hMixedBridge : (forall k : Nat, R1Rank1StepLinearAt k z) -> forall p q : Nat, R1Rank1MixedFactorAt p q z) (hOrthBridge : (forall p q : Nat, R1Rank1MixedFactorAt p q z) -> forall p q : Nat, R1SymplecticOrthogonalityAt p q z) : (forall p q : Nat, R1Rank1MixedFactorAt p q z) /\ (forall p q : Nat, R1SymplecticOrthogonalityAt p q z) := by"
"R1Rank1RadiusfloorDichotomy.lean","11","theorem","R1_rank1_radiusfloor_dichotomy","theorem R1_rank1_radiusfloor_dichotomy {z : Complex} (hSplit : R1BoundedBranchAt z \/ R1DivergentBranchAt z) (hExclusive : R1BoundedBranchAt z -> R1DivergentBranchAt z -> False) : (R1BoundedBranchAt z \/ R1DivergentBranchAt z) /\ (R1BoundedBranchAt z -> R1DivergentBranchAt z -> False) := by"
"R1Rank1StepLinear.lean","13","theorem","R1_rank1_step_linear","theorem R1_rank1_step_linear {z : Complex} (hRankOne : forall k : Nat, R1RankOneBlockAt k z) (hTransport : forall k : Nat, R1TransportInvariantAt k z) (hLinearBridge : (forall k : Nat, R1RankOneBlockAt k z) -> (forall k : Nat, R1TransportInvariantAt k z) -> forall k : Nat, R1Rank1StepLinearAt k z) (hInverseBridge : (forall k : Nat, R1Rank1StepLinearAt k z) -> forall k : Nat, R1Rank1StepInverseLinearAt k z) : (forall k : Nat, R1Rank1StepLinearAt k z) /\ (forall k : Nat, R1Rank1StepInverseLinearAt k z) := by"
"R1Rank1TailwindowPrinciple.lean","13","theorem","R1_rank1_tailwindow_principle","theorem R1_rank1_tailwindow_principle {z : Complex} (hMassDiverges : R1TotalMassDivergesAt z) (hPrefixPrinciple : R1SubseqPrefixWindowPrincipleAt z) (hFiniteMassBridge : R1SubseqPrefixWindowPrincipleAt z -> R1FiniteTotalMassFromPrefixWindowAt z) (hCollapseBridge : R1TotalMassDivergesAt z -> R1FiniteTotalMassFromPrefixWindowAt z -> R1RadiusCollapseFromPrefixPrincipleAt z) : R1RadiusCollapseFromPrefixPrincipleAt z := by"
"R1Rank1TransportInvariance.lean","13","theorem","R1_rank1_transport_invariance","theorem R1_rank1_transport_invariance {z : Complex} (hz : InUpperB21 z) (hRankOne : forall k : Nat, R1RankOneBlockAt k z) (hHJHBridge : InUpperB21 z -> (forall k : Nat, R1RankOneBlockAt k z) -> forall k : Nat, R1HJHZeroAt k z) (hTransportBridge : InUpperB21 z -> (forall k : Nat, R1HJHZeroAt k z) -> forall k : Nat, R1TransportInvariantAt k z) : (forall k : Nat, R1HJHZeroAt k z) /\ (forall k : Nat, R1TransportInvariantAt k z) := by"
"R1SymplOrthCollinearEquiv.lean","13","theorem","R1_sympl_orth_collinear_equiv","theorem R1_sympl_orth_collinear_equiv {z : Complex} (hForward : R1PairwiseSymplOrthogonalityAt z -> R1OneDirectionWindowFamilyAt z) (hBackward : R1OneDirectionWindowFamilyAt z -> R1PairwiseSymplOrthogonalityAt z) : R1PairwiseSymplOrthogonalityAt z <-> R1OneDirectionWindowFamilyAt z := by"
"R1TailwindowDirectFiniteMass.lean","11","theorem","R1_tailwindow_direct_finite_mass","theorem R1_tailwindow_direct_finite_mass {z : Complex} (hPrefixWindow : R1PrefixWindowDirectBoundAt z) (hFiniteBridge : R1PrefixWindowDirectBoundAt z -> R1FiniteTotalMassFromPrefixWindowAt z) : R1FiniteTotalMassFromPrefixWindowAt z := by"
"R1TailwindowPrefixEquiv.lean","10","theorem","R1_tailwindow_prefix_equiv","theorem R1_tailwindow_prefix_equiv {z : Complex} (hForward : R1TailWindowBoundOnSubseqAt z -> R1PrefixWindowDirectBoundAt z) (hBackward : R1PrefixWindowDirectBoundAt z -> R1TailWindowBoundOnSubseqAt z) : R1TailWindowBoundOnSubseqAt z <-> R1PrefixWindowDirectBoundAt z := by"
"R1TwoChannelTraceCompare.lean","11","theorem","R1_two_channel_trace_compare","theorem R1_two_channel_trace_compare {z : Complex} (hFrame : forall k j : Nat, R1TwoChannelFrameAt k j z) (hCompareBridge : (forall k j : Nat, R1TwoChannelFrameAt k j z) -> forall k j : Nat, R1TwoChannelTraceCompareAt k j z) : (forall k j : Nat, R1TwoChannelFrameAt k j z) /\ (forall k j : Nat, R1TwoChannelTraceCompareAt k j z) := by"
"R1UniformEllipticityCollapse.lean","12","theorem","R1_uniform_ellipticity_collapse","theorem R1_uniform_ellipticity_collapse {z : Complex} (hMassDiverges : R1TotalMassDivergesAt z) (hUniformEllipticity : R1UniformEllipticityAt z) (hFiniteMass : R1UniformEllipticityAt z -> R1FiniteTotalMassFromUniformEllipticityAt z) (hCollapseBridge : R1TotalMassDivergesAt z -> R1FiniteTotalMassFromUniformEllipticityAt z -> R1RadiusCollapseFromUniformEllipticityAt z) : R1RadiusCollapseFromUniformEllipticityAt z := by"
"R1UniformEllipticityFiniteMass.lean","15","theorem","R1_uniform_ellipticity_finite_mass","theorem R1_uniform_ellipticity_finite_mass {z : Complex} (hRadiusFloor : R1RadiusFloorSubsequenceAt z) (hUniformEllipticity : R1UniformEllipticityAt z) (hDet1 : forall n : Nat, R1TruncationTransferDetOneAt n z) (hFiniteBridge : R1RadiusFloorSubsequenceAt z -> R1UniformEllipticityAt z -> (forall n : Nat, R1TruncationTransferDetOneAt n z) -> R1FiniteTotalMassFromUniformEllipticityAt z) : R1FiniteTotalMassFromUniformEllipticityAt z := by"
"R2DynamicEquilibrium.lean","18","theorem","R2_dynamic_equilibrium","theorem R2_dynamic_equilibrium {z : Complex} (hCocycle : R2SchurCocycleFamilyAt z) (hGyroGyration : R2GyroGyrationLawAt z) (hGyroAngleSeries : R2GyroAngleSeriesLawAt z) (hNormalBridge : R2SchurCocycleFamilyAt z -> R2GyroGyrationLawAt z -> R2GyroAngleSeriesLawAt z -> R2DynamicEquilibriumNormalFormAt z) (hLeakageBridge : R2SchurCocycleFamilyAt z -> R2LeakageAdditivityAt z) : R2DynamicEquilibriumNormalFormAt z /\ R2LeakageAdditivityAt z := by"
"ReverseRH.lean","17","theorem","reverse_RH_core","theorem reverse_RH_core {f : Complex -> Complex} (hZeroFree : ZeroFreeOnUpper f) (hConjZero : forall z : Complex, f z = 0 -> f (star z) = 0) : RiemannHypothesis f := by"
"ReverseRH.lean","24","theorem","reverse_RH_core_via_nevanlinna","theorem reverse_RH_core_via_nevanlinna {f H : Complex -> Complex} (hHerglotz : HerglotzOnUpperHalfPlane H) (hNevanlinnaExclusion : StripPoleExclusionViaNevanlinna f H) (hConjZero : forall z : Complex, f z = 0 -> f (star z) = 0) : RiemannHypothesis f := by"
"ReverseRH.lean","34","theorem","reverse_RH_via_conj_zero","theorem reverse_RH_via_conj_zero {f : Complex -> Complex} (hZeroFree : ZeroFreeOnUpper f) (hConjZero : forall z : Complex, f z = 0 -> f (star z) = 0) : RiemannHypothesis f := by"
"ReverseRH.lean","41","theorem","reverse_RH","theorem reverse_RH {f : Complex -> Complex} -- Core closure endpoint used for root-assumption reduction batches. (hZeroFree : ZeroFreeOnUpper f) (hConjZero : forall z : Complex, f z = 0 -> f (star z) = 0) : RiemannHypothesis f := by"
"ReverseRH.lean","49","theorem","reverse_RH_via_nevanlinna","theorem reverse_RH_via_nevanlinna {f H : Complex -> Complex} -- `hHerglotz` / `hNevanlinnaExclusion` instantiate the `lem:no_zeros_from_herglotz` route. (hHerglotz : HerglotzOnUpperHalfPlane H) (hNevanlinnaExclusion : StripPoleExclusionViaNevanlinna f H) (hConjZero : forall z : Complex, f z = 0 -> f (star z) = 0) : RiemannHypothesis f := by"
"ReverseRH.lean","60","theorem","reverse_RH_via_conjugation_symmetry","theorem reverse_RH_via_conjugation_symmetry {f : Complex -> Complex} (hZeroFree : ZeroFreeOnUpper f) (hConjSymm : ConjugationSymmetric f) : RiemannHypothesis f := by"
"ReverseRH.lean","69","theorem","reverse_RH_via_nevanlinna_conjugation_symmetry","theorem reverse_RH_via_nevanlinna_conjugation_symmetry {f H : Complex -> Complex} (hHerglotz : HerglotzOnUpperHalfPlane H) (hNevanlinnaExclusion : StripPoleExclusionViaNevanlinna f H) (hConjSymm : ConjugationSymmetric f) : RiemannHypothesis f := by"
"ReverseRH.lean","78","theorem","reverse_RH_via_xi_functional_symmetry","theorem reverse_RH_via_xi_functional_symmetry {f : Complex -> Complex} (hZeroFree : ZeroFreeOnUpper f) (hXiSymm : XiFunctionalSymmetry f) : RiemannHypothesis f := by"
"ReverseRH.lean","87","theorem","reverse_RH_via_nevanlinna_xi_functional_symmetry","theorem reverse_RH_via_nevanlinna_xi_functional_symmetry {f H : Complex -> Complex} (hHerglotz : HerglotzOnUpperHalfPlane H) (hNevanlinnaExclusion : StripPoleExclusionViaNevanlinna f H) (hXiSymm : XiFunctionalSymmetry f) : RiemannHypothesis f := by"
"ReverseRH.lean","96","theorem","reverse_RH_via_cayley","theorem reverse_RH_via_cayley {f H W : Complex -> Complex} -- `hGlobalSchur` + `hCayleyEquiv` corresponds to `prop:W_global_schur` + `lem:cayley_equiv`. (hGlobalSchur : WGlobalSchurOnUpperHalfPlane W) (hCayleyEquiv : HerglotzOnUpperHalfPlane H <-> SchurOnUpperHalfPlane W) (hNevanlinnaExclusion : StripPoleExclusionViaNevanlinna f H) (hConjZero : forall z : Complex, f z = 0 -> f (star z) = 0) : RiemannHypothesis f := by"
"ReverseRH.lean","108","theorem","reverse_RH_via_cayley_conjugation_symmetry","theorem reverse_RH_via_cayley_conjugation_symmetry {f H W : Complex -> Complex} (hGlobalSchur : WGlobalSchurOnUpperHalfPlane W) (hCayleyEquiv : HerglotzOnUpperHalfPlane H <-> SchurOnUpperHalfPlane W) (hNevanlinnaExclusion : StripPoleExclusionViaNevanlinna f H) (hConjSymm : ConjugationSymmetric f) : RiemannHypothesis f := by"
"ReverseRH.lean","119","theorem","reverse_RH_via_cayley_xi_functional_symmetry","theorem reverse_RH_via_cayley_xi_functional_symmetry {f H W : Complex -> Complex} (hGlobalSchur : WGlobalSchurOnUpperHalfPlane W) (hCayleyEquiv : HerglotzOnUpperHalfPlane H <-> SchurOnUpperHalfPlane W) (hNevanlinnaExclusion : StripPoleExclusionViaNevanlinna f H) (hXiSymm : XiFunctionalSymmetry f) : RiemannHypothesis f := by"
"RHFromAnchor.lean","26","theorem","rh_from_anchor","theorem rh_from_anchor {f : Complex -> Complex} (hFinalBridgeRH : HasOnlyRealZeros f) (hLogDerivHol : HasOnlyRealZeros f -> HolomorphicOnUpperHalfPlane (fun z => -(deriv f z) / f z)) (hLogDerivHerglotz : HasOnlyRealZeros f -> HerglotzOnUpperHalfPlane (fun z => -(deriv f z) / f z)) (hCayleySchur : forall H : Complex -> Complex, HerglotzOnUpperHalfPlane H -> SchurOnUpperHalfPlane (fun z => (1 + Complex.I * H z) / (1 - Complex.I * H z))) (hLstarRealization : forall H : Complex -> Complex, HerglotzOnUpperHalfPlane H -> HasCanonicalSystemEnergyRealization H) : HasOnlyRealZeros f /\ HolomorphicOnUpperHalfPlane (fun z => -(deriv f z) / f z) /\ HerglotzOnUpperHalfPlane (fun z => -(deriv f z) / f z) /\ SchurOnUpperHalfPlane (fun z => (1 + Complex.I * (-(deriv f z) / f z)) / (1 - Complex.I * (-(deriv f z) / f z))) /\ HasCanonicalSystemEnergyRealization (fun z => -(deriv f z) / f z) := by"
"RHFromLstar.lean","14","theorem","conjugation_symmetric_of_xi_functional_symmetry","theorem conjugation_symmetric_of_xi_functional_symmetry {f : Complex -> Complex} (hXiSymm : XiFunctionalSymmetry f) : ConjugationSymmetric f := by"
"RHFromLstar.lean","20","theorem","conj_zero_of_conjugation_symmetric","theorem conj_zero_of_conjugation_symmetric {f : Complex -> Complex} (hConjSymm : ConjugationSymmetric f) : forall z : Complex, f z = 0 -> f (star z) = 0 := by"
"RHFromLstar.lean","37","theorem","rh_from_lstar_core","theorem rh_from_lstar_core {f : Complex -> Complex} (hZeroFree : ZeroFreeOnUpper f) (hConjZero : forall z : Complex, f z = 0 -> f (star z) = 0) : RiemannHypothesis f := by"
"RHFromLstar.lean","56","theorem","zero_free_of_nevanlinna","theorem zero_free_of_nevanlinna {f H : Complex -> Complex} (hHerglotz : HerglotzOnUpperHalfPlane H) (hNevanlinnaExclusion : StripPoleExclusionViaNevanlinna f H) : ZeroFreeOnUpper f := by"
"RHFromLstar.lean","63","theorem","rh_from_lstar_core_via_nevanlinna","theorem rh_from_lstar_core_via_nevanlinna {f H : Complex -> Complex} (hHerglotz : HerglotzOnUpperHalfPlane H) (hNevanlinnaExclusion : StripPoleExclusionViaNevanlinna f H) (hConjZero : forall z : Complex, f z = 0 -> f (star z) = 0) : RiemannHypothesis f := by"
"RHFromLstar.lean","73","theorem","rh_from_lstar","theorem rh_from_lstar {f H : Complex -> Complex} (hHerglotz : HerglotzOnUpperHalfPlane H) (hNevanlinnaExclusion : StripPoleExclusionViaNevanlinna f H) (hConjZero : forall z : Complex, f z = 0 -> f (star z) = 0) : RiemannHypothesis f := by"
"RHFromLstar.lean","81","theorem","rh_from_lstar_via_conjugation_symmetry","theorem rh_from_lstar_via_conjugation_symmetry {f H : Complex -> Complex} (hHerglotz : HerglotzOnUpperHalfPlane H) (hNevanlinnaExclusion : StripPoleExclusionViaNevanlinna f H) (hConjSymm : ConjugationSymmetric f) : RiemannHypothesis f := by"
"RHFromLstar.lean","91","theorem","rh_from_lstar_via_xi_functional_symmetry","theorem rh_from_lstar_via_xi_functional_symmetry {f H : Complex -> Complex} (hHerglotz : HerglotzOnUpperHalfPlane H) (hNevanlinnaExclusion : StripPoleExclusionViaNevanlinna f H) (hXiSymm : XiFunctionalSymmetry f) : RiemannHypothesis f := by"
"RHFromLstar.lean","101","theorem","zero_free_and_conjugation_symmetry_suffice","theorem zero_free_and_conjugation_symmetry_suffice {f : Complex -> Complex} (hZeroFree : ZeroFreeOnUpper f) (hConjSymm : ConjugationSymmetric f) : RiemannHypothesis f := by"
"RHFromLstar.lean","110","theorem","zero_free_on_upper_not_sufficient","theorem zero_free_on_upper_not_sufficient : Exists fun f : Complex -> Complex => ZeroFreeOnUpper f /\ Not (RiemannHypothesis f) := by"
